Mesh ID,Generic name,Common name,Synonyms
D002614,Ditiocarb,Ditiocarb,"Ammonium Salt Ditiocarb|Ditiocarb|Dithiocarb|Thiocarb|Ditiocarb, Tin(4+) Salt|Ditiocarb, Bismuth Salt|Potassium Salt Ditiocarb|Ditiocarb, Ammonium Salt|Ditiocarb, Lead Salt|Sodium, Ditiocarb|Bismuth Salt Ditiocarb|Sodium Salt Ditiocarb|Sodium Diethyldithiocarbamate|Ditiocarb Sodium|Ditiocarb, Zinc Salt|Diethylcarbamodithioic Acid|Diethyldithiocarbamic Acid|Lead Salt Ditiocarb|Ditiocarb, Potassium Salt|Ditiocarb, Sodium Salt|Diethyldithiocarbamate|Diethyldithiocarbamate, Sodium|Diethyldithiocarbamate, Zinc|Imuthiol|Ditiocarb, Sodium Salt, Trihydrate|Zinc Salt Ditiocarb|Zinc Diethyldithiocarbamate"
D001067,Diethylpropion,Diethylpropion,"Propion|Tepanil|Modératan|Neobes|Ifa Norex|Lipomin|2-Diethylaminopropiophenone|Norex, Ifa|Hydrochloride, Diethylpropion|Diethylpropion|Nobesine|Tenuate|Dietil-retard|Regibon|Diethylpropion Hydrochloride|Préfamone|Dietilretard|Delgamer|Dietil retard|Regenon|Amfepramon|Phepranon|Anorex|Amfepramone|Maruate"
D005938,Diflucortolone,Diflucortolone,Diflucortolone|Ro 10 7614|Ro 107614|Ro 10-7614
D016861,Diflunisal,Diflunisal,Nu-Diflunisal|MK647|Nu Diflunisal|MK-647|NovoDiflunisal|Apo-Diflunisal|Dolobid|Apo Diflunisal|Novo Diflunisal|NuDiflunisal|Dolocid|MK 647|Diflunisal|Dolobis|ApoDiflunisal|Novo-Diflunisal
D004073,Digitoxigenin,Digitoxigenin,Uzarigenin|Digitoxigenin
D004076,Digoxigenin,Digoxigenin,Digoxigenin|Lanadigenin
D004791,Digoxin,Digoxin,"Digoxine Nativelle|Digitek|Lanicor|Lenoxin|Lanoxin PG|Dilanacin|Lanacordin|Lanoxicaps|Nativelle, Digoxine|Boehringer, Digoxina|Lanoxin-PG|Digoxina Boehringer|Hemigoxine Nativelle|Lanoxin|Digoregen|Digoxin|Digacin|Mapluxin|Nativelle, Hemigoxine"
D000959,Dihydralazine,Dihydralazine,"Dihydralazine|Dihydrallazine|Depressan|Dihydralazine Sulfate|Dihydrazinophthalazin|Sulfate, Dihydralazine"
D018712,Dihydroergotamine,Dihydroergotamine,"DHE 45|Verladyn|D.H.E. 45|Von Ct, Ergotam|Mesylate, Dihydroergotamine|Erganton|Seglor|Ergotam Von Ct|Dihydroergotamine Mesylate|Dihydroergotamine-Sandoz|Dihydergot|DHE45|Ergont|Angionorm|DHE-Puren|Agit|DET MS|Clavigrenin|DHE Ratiopharm|Dihydroergotamine|Dihytamin|Dihydroergotamine Methanesulfonate|Orstanorm|Dihydroergotamine Sandoz|DHE-45|Migranal|Tamik|Dihydroergotamin AL|Ikaran|D-Tamin Retard L.U.T.|Methanesulfonate, Dihydroergotamine|DHE Puren|D Tamin Retard L.U.T.|DHE-Ratiopharm|Ergomimet"
D018491,Dihydroergotoxine,Dihydroergotoxine,"Dihydroergotoxin|Hydrogenated Ergot Alkaloids|Ergot Alkaloids, Hydrogenated|Co-Dergocrine|Dihydroergotoxine|Alkaloids, Hydrogenated Ergot"
D009294,Dihydromorphine,Dihydromorphine,Paramorfan|Dihydromorphine|Paramorphan
D009294,Hydromorphone,Hydromorphone,Dihydromorphinone|Dilaudid|Hydromorphon|Hydromorphone|Palladone|Hydromorphone Hydrochloride|Laudacon
D004098,Dihydroxyacetone,Dihydroxyacetone,"Chromelin|1,3-Dihydroxy-2-Propanone|1,3 Dihydroxy 2 Propanone|Vitadye|Dihydroxyacetone"
D000563,Iodoquinol,Iodoquinol,Diiodohydroxyquin|Diodoquin|Diiodoquin|Diquinol|Entero Diyod|Sebaquin|EnteroDiyod|Diiodohydroxyquinoline|Entodiba|Iodoquinol|Diodoxyquinoline|Yodoxin|Entero-Diyod
D014665,Dilazep,Dilazep,"Asta C 4898|Biopropazepan Trimethoxybenzoate|C 4898, Asta|Trimethoxybenzoate, Biopropazepan|Cormelian|Dilazep"
D014665,Diltiazem,Diltiazem,Dilacor XR|Diltiazem|Dilren|Diltiazem Hydrochloride|Aldizem|Diltiazem Malate|Dilacor|Cardil|Cardizem|Dilzem|CRD 401|CRD401|CRD-401|Tiazac
D002614,Dimercaprol,Dimercaprol,"British Anti-Lewisite|British Anti Lewisite|Cadmium 2,3-Dimercaptopropanol|BAL in Oil|2,3-Dimercaptopropanol|Dimercaprol|British Anti Lewisite Agent|2,3 Dimercaptopropanol|Anti-Lewisite Agent, British|Cadmium 2,3 Dimercaptopropanol|B.A.L.|Dicaptol|British Anti-Lewisite Agent|in Oil, BAL|2,3-Dithiopropan-1-o1|Oil, BAL in|Anti-Lewisite, British|2,3 Dithiopropan 1 o1|2,3-Dimercaptopropanol, Cadmium"
D002614,Succimer,Succimer,"Succimer, Disodium Salt|2,3 Dimercaptosuccinic Acid|Disodium Salt Succimer|Ro17977|2,3-Dimercaptosuccinic Acid|Ro-1-7977|Succimer Antimony Sodium Salt, (R*,S*)-Isomer|Monosodium Salt Succimer|meso Dimercaptosuccinic Acid|Dimercaptosuccinate, Tin|Rhenium Salt Succimer|Succimer|Succimer, Monosodium Salt|Tin Dimercaptosuccinate|Dimercaptosuccinic Acid|Succimer, Dipotassium Salt|Tin Salt Succimer|meso-Dimercaptosuccinic Acid|Succimer, (R*,R*)-(+,-)-Isomer|DMSA|Succimer, Rhenium Salt|Acid, Dimercaptosuccinic|Dipotassium Salt Succimer|Succimer, Tin Salt|Chemet|Ro 1 7977|Butanedioic Acid, 2,3-Dimercapto-, (R*,S*)-Isomer|Acid, meso-Dimercaptosuccinic|Acid, 2,3-Dimercaptosuccinic|Succicaptal"
D018926,Dimethindene,Dimethindene,"Dimetindene|Dimethpyrindene|Dimethindene|Dimethindene Maleate|Fenistil|Forhistal|Maleate, Dimethindene"
D003049,Dinitolmide,Dinitolmide,Dinitrotoluamide|Coccidot|Dinitolmide|Methyldinitrobenzamide|Zoalene
D007509,Dinitrochlorobenzene,Dinitrochlorobenzene,"2,4-Dinitrochlorobenzene|DNCB|Benzene, 1-Chloro-2,4-Dinitro-|2,4 Dinitrochlorobenzene|Dinitrochlorobenzene|1 Chloro 2,4 Dinitrobenzene|Chlorodinitrobenzene|1-Chloro-2,4-Dinitrobenzene"
D000068776,Diphenhydramine,Diphenhydramine,"Diphenylhydramin|Diphenhydramine Hydrochloride|Benhydramin|Diphenylhydramine|Diphenhydramine Citrate|Allerdryl|Dormin|2-Diphenylmethoxy-N,N-dimethylethylamine|Citrate, Diphenhydramine|Dimedrol|Benylin|Benzhydramine|Diphenhydramine|Hydrochloride, Diphenhydramine|Benadryl|Diphenhydramine Citrate (1:1)"
D000930,Diphenoxylate,Diphenoxylate,"Diphenoxylate Monohydrochloride|Hydrochloride, Diphenoxylate|Monohydrochloride, Diphenoxylate|Diphenoxylate Hydrochloride|Diphenoxylate"
D009292,Diprenorphine,Diprenorphine,"Diprenorphine|Hydrochloride, Diprenorphine|Diprenorphine Hydrochloride|Revivon"
D014665,Dipyridamole,Dipyridamole,Persantine|Kurantil|Dipyridamole|Curantyl|Persantin|Novo-Dipiradol|Curantil|Cléridium|Apo-Dipyridamole|Dipyramidole|Antistenocardin|Novo Dipiradol|Cerebrovase|Miosen|Apo Dipyridamole
D058633,Dipyrone,Dipyrone,Novalgin|Metamizole|Dipyrone|Novalgetol|Analgin|Sulpyrin|Methampyrone|Narone|Sulpyrine|Dipyronium|Biopyrin|Metamizole Sodium|Novaminsulfone|Noramidopyrine Methanesulfonate|Noramidopyrine Methanesulfonate Sodium|Metamizol|Normelubrine|Algopyrin|Novamidazophen|Pyralgin|Methamizole|Optalgin
D061567,Disopyramide,Disopyramide,"Disopyramide Monohydrochloride|SC 13957|Palpitine|Ritmilen|Rhythmodan|Disopyramide, (+-)-Isomer|Disopyramide Phosphate (1:1), (S)-Isomer|Disopyramide Phosphate (1:1)|SC13957|Disopyramide, (S)-Isomer|Norpace|Disopyramide|Disopyramide, (R)-Isomer|Palpitin|Disopyramide, L-Tartrate (1:1), (S)-Isomer|Disopyramide Phosphate (1:1), (+-)-Isomer|Diisopyramide|Disopyramide Phosphate (1:1), (R)-Isomer|Disopyramide Phosphate|Rythmilen|Disopyramide, D-Tartrate (1:1), (S)-Isomer|Disopyramide, L-Tartrate (1:1), (R)-Isomer|Disopyramide, L-Tartrate, (S)-isomer|SC-13957|Disopyramide, L-Tartrate (1:2), (+-)-Isomer"
D065086,Disulfiram,Disulfiram,"Disulfide, Tetraethylthiuram|Tetraethylthiuram Disulfide|Alcophobin|Anticol|Teturam|Antabus|Tetraethylthioperoxydicarbonic Diamide, ((H2N)C(S))2S2|Disulfiram|Antabuse|Dicupral|Esperal|Bis(diethylthiocarbamoyl) Disulfide"
D005456,Dithiazanine,Dithiazanine,"3,3'-Diethylthiadicarbocyanine|Dithiazanine Iodide|3,3' Diethylthiadicarbocyanine|Dizan|Iodide, Dithiazanine|Cyanine Dye DiS-C2-(5)|Dithiazanine"
D058665,Dobutamine,Dobutamine,"Dobutamine Hydrobromide|Hydrochloride, Dobutamine|Lilly 81929|Dobutamin Fresenius|Dobutamine Tartrate (1:1), (S-(R*,R*))-Isomer|Dobutamine, Phosphate (1:1) Salt (+)-Isomer|Dobutamine, (-)-Isomer|Hydrobromide, Dobutamine|Posiject|Oxiken|Lactobionate, Dobutamine|Dobutamine Phosphate (1:1) Salt, (-)-Isomer|Dobucor|Dobutamina Inibsa|Dobutamine Hydrochloride|Dobuject|Dobutamin ratiopharm|Dobutamina Rovi|Dobutamine Tartrate (1:1), (R-(R*,R*))-Isomer|Dobutrex|Dobutamin-ratiopharm|Dobutamin Solvay|Dobutamine Lactobionate|Dobutamine (+)-Isomer|Dobutamine|Tartrate, Dobutamine|Dobutamin Hexal|Dobutamine Tartrate"
D018492,Domperidone,Domperidone,"Domperidona Gamir|R-33812|Domperidone|PMS Domperidone|Novo-Domperidone|Domidon|Ratio-Domperidone|Gastrocure|Péridys|Domperidon TEVA|Ratio Domperidone|Gamir, Domperidona|Hexal, Domperidon|Domperidone Monohydrochloride|Domperidon|Novo Domperidone|Motilium|Maleate, Domperidone|Stada, Domperidon|Domperidon AL|Nu-Domperidone|Nu Domperidone|Domperidone Maleate (1:1)|Apo-Domperidone|Domperidone Maleate|PMS-Domperidone|Nauzelin|Apo Domperidone|R-33,812|Domperidon Hexal|Domperidon Stada|Monohydrochloride, Domperidone|R33812|Domperidon-TEVA|R33,812"
D015259,Dopamine,Dopamine,"3,4-Dihydroxyphenethylamine|3,4 Dihydroxyphenethylamine|Hydroxytyramine|Dopamine Hydrochloride|Intropin|Dopamine|Hydrochloride, Dopamine|4-(2-Aminoethyl)-1,2-benzenediol"
D018759,Dothiepin,Dothiepin,"Dosulepin|Dothiepin|Hydrochloride, Dothiepin|Dothiepin Hydrochloride|Prothiaden"
D019141,Doxapram,Doxapram,"Docatone|Doxapram Hydrochloride|Dopram|Doxapram|Hydrochloride, Doxapram"
D000068776,Doxepin,Doxepin,"Hydrochloride, Doxepin|Doxepin|Xepin|Deptran|Aponal|Prudoxin|Apo-Doxepin|Espadox|Quitaxon|Novo-Doxepin|Doxepin beta|Apo Doxepin|Zonalon|Doxepin RPh|Desidox|Mareen|Doxepin Hydrochloride, Cis-Trans Isomer Mixture (approximately 1:5)|Novo Doxepin|Doxepin-RPh|Doneurin|Doxepia|Sinquan|Doxepin Hydrochloride|ApoDoxepin|Sinequan"
D059005,Doxorubicin,Doxorubicin,"Adriamycin|Doxorubicina Funk|Onkodox|Rubex|Doxorubicine Baxter|Adrimedac|Adriablastine|Farmiblastina|Doxotec|Doxolem|Urokit Doxo-cell|Ribodoxo|DOXO cell|DOXO-cell|Adriablastin|Doxorubicina Tedec|Doxorubicin|Urokit Doxo cell|Adriblastin|Doxorubicin NC|Hydrochloride, Doxorubicin|Adriblastina|Myocet|Adriblastine|Doxorubicin Hydrochloride|Doxorubicina Ferrer Farm|Doxorubicin Hexal"
D000962,Doxycycline,Doxycycline,"Alpha 6 Deoxyoxytetracycline|Atridox|2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, (4S-(4alpha,4aalpha,5alpha,5aalpha,6alpha,12aalpha))-|BU3839T|Hydramycin|Doxycycline Calcium Salt (1:2)|Periostat|Alpha-6-Deoxyoxytetracycline|Doxycycline Monohydrochloride, 6-epimer|Doxycycline Hyclate|BU 3839T|Doxycycline Phosphate (1:1)|Doxycycline Chinoin|Doxycycline Monohydrochloride, 6 epimer|Doxycycline Monohydrochloride, Dihydrate|Vibravenos|BMY-28689|Doxycycline Monohydrate|Vibra Tabs|BMY 28689|Doxycycline-Chinoin|Doxycycline Calcium|Doxycycline|Vibramycin Novum|BMY28689|Vibramycin|Vibra-Tabs|Oracea|Doryx|Doxycycline Hemiethanolate|BU-3839T"
D006634,Doxylamine,Doxylamine,Doxylamine
D065127,Droperidol,Droperidol,Inapsine|Droleptan|Dehidrobenzperidol|Droperidol|Dehydrobenzperidol
D011372,Dydrogesterone,Dydrogesterone,Dydrogesterone|6 Dehydro 9 beta 10 alpha progesterone|6-Dehydro-9 beta-10 alpha-progesterone|Dehydrogesterone|Isopregnenone|Duphaston
D018377,Dynorphins,Dynorphins,Dynorphin A (1-17)|Dynorphin A|Dynorphin (1-17)|Dynorphins|Dynorphin
D014665,Dyphylline,Dyphylline,Neothylline|Diprophylline|Dyphylline|Dylix|Dihydroxypropyltheophylline|Dilin|Diphylline|Lufyllin
D019384,Echinomycin,Echinomycin,NSC526417|NSC-526417|NSC 526417|Echinomycin|Quinomycin A
D058888,Econazole,Econazole,"Gyno Pervaryl 150|Gyno-Pervaryl 150|Econazole|Nitrate, Econazole|Gyno Pevaril|Econazole Nitrate|Gyno-Pevaril|Ekonazole|GynoPevaril|Gyno-Pevaryl|Gyno Pevaryl|Pevaryl"
D002800,Edrophonium,Edrophonium,"Edrophonium|Bromide, Edrophonium|Edrophonium Chloride|Edrophonium Bromide|Edroponium|Tensilon|Chloride, Edrophonium"
D064804,Emepronium,Emepronium,"Cetiprin|Emepronium Bromide|Emepronium|Bromide, Emepronium"
D000959,Enalapril,Enalapril,"Enalapril|Maleate, Enalapril|Enalapril Maleate|MK 421|Renitek|MK421|MK-421|Renitec"
D018685,Enflurane,Enflurane,Alyrane|Enflurane|Ethrane|Etran|Enfran|Enlirane
D000904,Enviomycin,Enviomycin,Tuberactinomycin-N|Enviomycin|Tuberactinomycin N
D004967,Epimestrol,Epimestrol,Stimuvol|Epimestrol
D014662,Epinephrine,Epinephrine,"Medihaler-Epi|Epinephrine Hydrochloride|Epinephrine Bitartrate|Lyophrin|Acetate, Epinephrine|Epifrin|Epinephrine Hydrogen Tartrate|Adrenaline Bitartrate|Adrenaline Hydrochloride|Epinephrine Acetate|Adrenaline Acid Tartrate|Epinephrine|4-(1-Hydroxy-2-(methylamino)ethyl)-1,2-benzenediol|Adrenaline|Epitrate"
D000894,Epirizole,Epirizole,Methopyrimazole|Mepirizole|Epirizole
D004845,Epitestosterone,Epitestosterone,Epitestosterone|17-alpha-Testosterone|17 alpha Testosterone
D004855,Equilenin,Equilenin,Equilenin
D004857,Equilin,Equilin,Equilin
D000975,Ergothioneine,Ergothioneine,2-Thiol-L-histidine-betaine|Ergothioneine|2 Thiol L histidine betaine|Thioneine
D011500,Erythromycin,Erythromycin,"TStat|T-Stat|Erycette|T Stat|Erythromycin Lactate|Erythromycin|Erythromycin C|Erythromycin Phosphate|Lactate, Erythromycin|Phosphate, Erythromycin|Ilotycin|Erythromycin A|Erymax"
D017467,Erythropoietin,Erythropoietin,Erythropoietin
D002317,Escin,Escin,Aescin|beta-Aescin|Escin|opino-biomo|Eskuzan|Fepalitan|opinobiomo|Flebostasin|opino biomo|Opino|Feparil|beta Aescin|Aescusan|beta-Escin|Escina|Reparil|beta Escin
D018757,Estazolam,Estazolam,Estazolam|Nuctalon|ProSom|D40TA|D-40TA|Tasedan
D004953,Estetrol,Estetrol,15-alpha-Hydroxy-Estriol|15 alpha-Hydroxyestriol|15 alpha Hydroxyestriol|Estetrol|15 alpha Hydroxy Estriol
D018931,Estramustine,Estramustine,"Leo-275|Leo 275|Leo275|Estramustinphosphate|NSC 89199|Estracyt|NSC89199|NSC-89199|Estramustin Phosphate|Phosphate, Estramustin|Estramustine|Emcyt|Estramustine Phosphate Sodium|Phosphate Sodium, Estramustine"
D000891,Ethacridine,Ethacridine,"2,5-Diamino-7-ethoxyacridine|Acrinol|Lactate, Ethacridine|2,5 Diamino 7 ethoxyacridine|Ethodin|Ethacridine Monohydrate|Monohydrate, Ethacridine|Neo Chinosol|Acrolactine|Rivanol|Monohydrate Ethacridine Lactate|Rimaon|Ethacridine Lactate|Metifex|Ethacridine|Uroseptol|Ethacridine Lactate, Monohydrate"
D000995,Ethambutol,Ethambutol,"Miambutol|Myambutol|Etibi|EMB-Hefa|EMB-Fatol|Etambutol Llorente|Llorente, Etambutol|Ethambutol|Dexambutol|Hydrochloride, Ethambutol|Ethambutol Hydrochloride|EMB Hefa|EMB Fatol"
D006490,Ethamsylate,Ethamsylate,Dicynone|Dicinone|Ethamsylate|Cyclonamine|Etamsylate|Dicynene|Altodor|Hemo 141
D006993,Ethchlorvynol,Ethchlorvynol,Ethchlorovynol|Ethchlorvinol|Ethchlorvynol|Placidyl
D018733,Ethidium,Ethidium,"Novidium|Bromide, Homidium|Bromide, Ethidium|Homidium Bromide|Ethidium|Ethidium Bromide"
D011837,Amifostine,Amifostine,"Amifostine Anhydrous|Amifostine Monohydrate|YM08310|Amifostine|Aminopropylaminoethylthiophosphoric Acid|Ethyol|WR-2721|YM-08310|Ethanethiol, 2-((3-aminopropyl)amino)-, dihydrogen phosphate (ester), trihydrate|Amifostine Disodium Salt|Ethiofos Anhydrous|Aminopropyl Aminoethylthiophosphate|WR 2721|S-(N-(3-Aminopropyl)-2-aminoethyl)thiophosphoric Acid|Ethiofos|Amifostine Trihydrate|APAETP|Amifostine Monohydrochloride|YM 08310|NSC 296961|NSC-296961|WR2721|Gammaphos|Aminopropylaminoethylthiophosphate|NSC296961"
D054872,Ethionamide,Ethionamide,Trecator SC|Trecator|Ethioniamide|Amidazine|Trecator-SC|Ethionamide
D000927,Ethosuximide,Ethosuximide,"Emeside|Ethosuccimid|Ethymal|Etosuximida Faes|Ethosuximide|Petnidan|Suksilep|Faes, Etosuximida|Suxilep|Zarontin|Pyknolepsinum|Ethylmethylsuccimide"
D005015,Ethoxyquin,Ethoxyquin,"6-ethoxy-2,2,4-trimethyl-1,2-dihydroquinoline|1,2-Dihydro-6-Ethoxy-2,2,4-Trimethylquinoline|Ethoxyquin|6-ETMDQ|Santoquin"
D004232,Ethoxzolamide,Ethoxzolamide,Ethamide|Ethoxyzolamide|Ethoxzolamide|Ethoxazolamide
D045930,Ethylestrenol,Ethylestrenol,Ethyloestrenol|Ethylestrenol|Maxibolin
D009294,Ethylmorphine,Ethylmorphine,"Ethylmorphine|Ethylmorphine Sulfate (2:1), (5alpha,6alpha)-Isomer|Trachyl|Dionine|Ethylmorphine Hydrochloride, (5alpha,6alpha)-Isomer|Ethomorphine|Ethylmorphine, (5alpha,6beta)-Isomer|Ethylmorphine Hydrochloride, Dihydrate, (5alpha,6alpha)-Isomer"
D058665,Etilefrine,Etilefrine,"Effortil|Ethyl Adrianol|Fetanol|Etilefrine Hydrochloride|Etilefrin|Ethylnorphenylephrine|Cardanat|Phetanol|Thomasin|Hydrochloride, Etilefrine|Etilefrin AL|Circupon|Ethyladrianol|Etilefrine Pivalate Hydrochloride|Eti-Puren|Etilefrin-ratiopharm|Etilefrine|Adrenam|Bioflutin|etil von ct|Etilefrin ratiopharm|Pivalate Hydrochloride, Etilefrine|Efortil|Eti Puren|Hydrochloride, Etilefrine Pivalate|Adrianol, Ethyl|Ethylphenylephrine"
D000779,Etidocaine,Etidocaine,"2-(Ethylpropylamino)-2',6'-butyroxylidide|W 19053|W-19053|Etidocaine|W19053|Duranest"
D018686,Etomidate,Etomidate,R26490|R-26490|Hypnomidate|Ethomidate|R 26490|Etomidate|Radenarkon
D059005,Etoposide,Etoposide,"Demethyl Epipodophyllotoxin Ethylidine Glucoside|Vépéside Sandoz|Lastet|Eposide|Etoposide, (5a alpha,9 alpha)-Isomer|Vépéside-Sandoz|VP-16|Eto GRY|VP 16 213|VP 16213|VP 16-213|Exitop|Etoposide|Eposin|NSC-141540|Etoposido Ferrer Farma|VP 16|Vepesid|Onkoposid|Eto-GRY|NSC141540|Celltop|Etoposide, alpha D Glucopyranosyl Isomer|Etoposide, alpha-D-Glucopyranosyl Isomer|Etomedac|NSC 141540|VP16|Etopos|Etoposide, (5a alpha)-Isomer|Etoposide Teva|Etoposide Pierre Fabre|Teva, Etoposide|alpha-D-Glucopyranosyl Isomer Etoposide|Riboposid|Toposar|Etoposide, (5S)-Isomer"
D009294,Etorphine,Etorphine,Etorphine|M99|Ethorphine
D007641,Etretinate,Etretinate,"Ro 109359|Ro-10-9359|B10 9359|Ethyl Etrinoate|Tigazon|B10-9359|Ro 10 9359|Tigason|Etretinate|Etrinoate, Ethyl|B109359|Ro 10-9359|Ro109359"
D014662,Felypressin,Felypressin,"Phelypressin|Lysine Vasopressin, Phenylalanine|Phenylalanyl-Lysyl Vasopressin|Octapressin|Vasopressin, Phenylalanyl Lysyl|Vasopressin, Phenylalanine Lysine|Felypressin|Vasopressin, Phenylalanyl-Lysyl|Phenylalanine Lysine Vasopressin|Octopressin|PLV-2"
D000969,Fenbendazole,Fenbendazole,Fenbendazole|Phenbendasol|Panacur
D002121,Fendiline,Fendiline,"Hydrochloride, Fendiline|Senzit|Fendilin|Fendiline Hydrochloride|Sensit|Fendiline"
D018490,Fenfluramine,Fenfluramine,"Fenfluramine Hydrochloride|Fenfluramine|Fenfluramine Hydrochloride, R Isomer|Fenfluramine Hydrochloride, (+-)-Isomer|Fenfluramine Hydrochloride, R-Isomer|Fenfluramine, R Isomer|Fenfluramine, (+-)-Isomer|Fintepla|Pondimin|Fenfluramine, R-Isomer|Isomeride|Hydrochloride, Fenfluramine"
D016861,Fenoprofen,Fenoprofen,"Nalgesic|Fenoprofen|Fenoprofen, Anhydrous, Calcium Salt|Fenoprofen Dihydrate, Calcium Salt|Nalfon|Fenoprofen Calcium"
D058666,Fenoterol,Fenoterol,"p-Hydroxyphenyl-orciprenaline|Th1165a|Berotek|Hydrochloride, Fenoterol|Th 1165a|p Hydroxyphenyl orciprenaline|p-Hydroxyphenylorciprenaline|Phenoterol|Fenoterol Hydrobromide|Fenoterol Hydrochloride|p Hydroxyphenylorciprenaline|Fenoterol|Berotec|Th-1165a|Partusisten"
D018686,Fentanyl,Fentanyl,Phentanyl|Durogesic|Sublimaze|R4263|R 4263|Fentanest|Fentanyl|Fentora|R-4263|Duragesic|Fentanyl Citrate|Transmucosal Oral Fentanyl Citrate
D007306,Fenthion,Fenthion,Mercaptophos|Lebaycid|Baytex|Fenthion
D005343,Fibrinolysin,Fibrinolysin,Fibrogammin|Protease F|Thrombolysin|Glu Plasmin|Fibrinolysin|Glu-Plasmin|Plasmin
D017319,Ficusin,Ficusin,Psoralene|Psoralen|Ficusin
D064804,Flavoxate,Flavoxate,"Hydrochloride, Flavoxate|Spasuret|Uronid|Flavoxate|Bladuril|Flavoxate Hydrochloride|Urispas"
D061567,Flecainide,Flecainide,"Apocard|Flecatab|Flecainide Monoacetate|Flecadura|Flecainide, (S)-Isomer|R818|Flecainide Monoacetate, (+-)-Isomer|Flecainid Isis|Flecainide|Flecainide Monoacetate, (R)-Isomer|Tambocor|Flecainide, (R)-Isomer|Flecainide Acetate|Flecainid-Isis|Flecainide, 5-HO-N-(6-oxo)-Derivative, (+-)-Isomer|Flecainide, 5-HO-N-(6-oxo)-Derivative|Flecainide Monoacetate, (S)-Isomer|Flécaïne"
D000900,Floxacillin,Floxacillin,Floxacillin|Fluorochloroxacillin|Flucloxacillin
D000963,Flucytosine,Flucytosine,Ancotil|Ancobon|Alcobon|Flucytosine|5-Fluorocytosine
D000893,Fludrocortisone,Fludrocortisone,"Astonin|9-Fluoro-17-Hydroxycortisone|9 Fluorohydrocortisone|9 alpha Fludrohydrocortisone|Astonin H|9 alpha Fluorohydrocortisone|9-Fluorocortisol|9-Fluorohydrocortisone|9 alpha-Fluorohydrocortisone|Astonin Merck|9 Fluoro 17 Hydroxycortisone|9 Fluorocortisol|9 alpha-Fluoro-17-Hydroxycorticosterone|9 alpha Fluoro 17 Hydroxycorticosterone|Astonin-H|FCOL|Fludrocortisone|Merck, Astonin"
D018757,Flumazenil,Flumazenil,Ro 151788|Ro 15-1788|Lanexat|Flumazepil|Romazicon|Flumazenil|Anexate|Ro 15 1788
D005938,Flumethasone,Flumethasone,Fluorodexamethasone|Flumethasone
D014665,Flunarizine,Flunarizine,"Flunarizin|Hydrochloride, Flunarizine|Dihydrochloride, Flunarizine|Flunarizine Hydrochloride|R14950|R-14950|Sibelium|R 14950|Flunarizine Dihydrochloride|Flunarizine"
D018757,Flunitrazepam,Flunitrazepam,"RO-5-4200|RO54200|Von Ct, Flunizep|Flunitrazepam-Neuraxpharm|Flunitrazepam Ratiopharm|Flunimerck|Fluninoc|Fluridrazepam|Rohipnol|Flunitrazepam|Flunitrazepam Teva|Fluni 1A Pharma|Narcozep|Flunitrazepam-Teva|Flunitrazepam-Ratiopharm|Rohypnol|Flunitrazepam Neuraxpharm|Flunizep Von Ct|Flunibeta"
D018926,Fluocinonide,Fluocinonide,"FAPG, Fluocinonide|Topsym|Fluocinonide FAPG|Lyderm|Fluocinolone Acetonide 21 Acetate|Lidemol|Metosyn|Fluocinolide|Topsyn|Acetonide 21-Acetate, Fluocinolone|Fluocinolone Acetonide 21-Acetate|Topsyne|Novoter|Klariderm|Fluocinonide|Lidex|Tiamol"
D005938,Fluocortolone,Fluocortolone,"Ultralan|Pivalate, Fluocortolone|Fluocortolone Caproate|Fluocortolone|Caproate, Fluocortolone|Fluocortolone Pivalate"
D000964,Floxuridine,Floxuridine,5-Fluorodeoxyuridine|Floxuridine|5-FUdR|Fluorodeoxyuridine|FUdR|5 Fluorodeoxyuridine
D018926,Fluorometholone,Fluorometholone,"Fluorometholone|Flucon|Fluor Op|Fluoro-Ophtal|Efflumidex|PMS Fluorometholone|FML Forte|FML Liquifilm|Fluoro Ophtal|PMS-Fluorometholone|Fluoropos|Isopto Flucon|Flucon, Isopto|Cortisdin|Fluor-Op|FML"
D007166,Fluorouracil,Fluorouracil,"5-FU|5 Fluorouracil|5-FU Medac|Fluorouracil GRY|Fluorouracilo Ferrer Far|Fluorouracil Monosodium Salt|Efudix|5-FU Lederle|5 FU Medac|Fluorouracil Potassium Salt|Efudex|Flurodex|Fluorouracil Mononitrate|5 Fluorouracil Biosyn|Fluoro-Uracile ICN|5-Fluorouracil-Biosyn|5 FU Lederle|5FU|Carac|5 HU Hexal|Ribofluor|Fluracedyl|Fluorouracile Dakota|Haemato-FU|Fluorouracil Monopotassium Salt|Adrucil|Fluoro Uracile ICN|Fluorouracil|5-HU Hexal|Fluorouracil-GRY|Neofluor|Fluoroplex|Haemato FU|5-Fluorouracil|Onkofluor|Dakota, Fluorouracile|Fluoruracil"
D065690,Fluoxetine,Fluoxetine,Lilly110140|Fluoxetine Hydrochloride|Lilly-110140|Fluoxetin|Sarafem|Lilly 110140|N-Methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine|Fluoxetine|Prozac
